Rows: 100 Columns: 100
Too large to print!
Number of tripods: 1000
Optimal placement:
location: (91,96), orientation: SOUTH, sum: 27
location: (82,34), orientation: NORTH, sum: 23
location: (82,2), orientation: EAST, sum: 23
location: (81,87), orientation: EAST, sum: 23
location: (81,70), orientation: NORTH, sum: 23
location: (81,2), orientation: EAST, sum: 23
location: (80,69), orientation: SOUTH, sum: 23
location: (80,66), orientation: SOUTH, sum: 23
location: (80,54), orientation: EAST, sum: 23
location: (80,18), orientation: NORTH, sum: 23
location: (79,86), orientation: NORTH, sum: 23
location: (79,63), orientation: NORTH, sum: 23
location: (79,61), orientation: SOUTH, sum: 23
location: (79,40), orientation: SOUTH, sum: 23
location: (79,37), orientation: SOUTH, sum: 23
location: (79,31), orientation: NORTH, sum: 23
location: (79,19), orientation: SOUTH, sum: 23
location: (78,62), orientation: EAST, sum: 23
location: (78,26), orientation: NORTH, sum: 23
location: (78,24), orientation: SOUTH, sum: 23
location: (78,1), orientation: SOUTH, sum: 23
location: (77,89), orientation: NORTH, sum: 23
location: (77,85), orientation: NORTH, sum: 23
location: (77,77), orientation: WEST, sum: 23
location: (77,34), orientation: SOUTH, sum: 23
location: (77,25), orientation: SOUTH, sum: 23
location: (76,95), orientation: NORTH, sum: 23
location: (76,81), orientation: SOUTH, sum: 23
location: (76,27), orientation: EAST, sum: 23
location: (76,22), orientation: NORTH, sum: 23
location: (75,58), orientation: WEST, sum: 23
location: (75,39), orientation: NORTH, sum: 23
location: (74,65), orientation: NORTH, sum: 23
location: (74,56), orientation: WEST, sum: 23
location: (74,38), orientation: SOUTH, sum: 23
location: (74,29), orientation: WEST, sum: 23
location: (74,27), orientation: SOUTH, sum: 23
location: (74,20), orientation: EAST, sum: 23
location: (73,86), orientation: WEST, sum: 23
location: (73,52), orientation: SOUTH, sum: 23
location: (73,28), orientation: EAST, sum: 23
location: (73,15), orientation: EAST, sum: 23
location: (72,90), orientation: EAST, sum: 23
location: (72,86), orientation: WEST, sum: 23
location: (72,81), orientation: NORTH, sum: 23
location: (72,75), orientation: EAST, sum: 23
location: (72,71), orientation: WEST, sum: 23
location: (72,51), orientation: WEST, sum: 23
location: (72,21), orientation: NORTH, sum: 23
location: (71,91), orientation: WEST, sum: 23
location: (71,80), orientation: EAST, sum: 23
location: (71,54), orientation: EAST, sum: 23
location: (71,45), orientation: WEST, sum: 23
location: (71,43), orientation: EAST, sum: 23
location: (71,30), orientation: WEST, sum: 23
location: (71,27), orientation: WEST, sum: 23
location: (71,11), orientation: NORTH, sum: 23
location: (70,90), orientation: EAST, sum: 23
location: (70,78), orientation: NORTH, sum: 23
location: (70,76), orientation: NORTH, sum: 23
location: (70,58), orientation: SOUTH, sum: 23
location: (70,56), orientation: NORTH, sum: 23
location: (70,48), orientation: SOUTH, sum: 23
location: (69,96), orientation: NORTH, sum: 23
location: (69,33), orientation: NORTH, sum: 23
location: (69,9), orientation: NORTH, sum: 23
location: (68,69), orientation: WEST, sum: 23
location: (68,66), orientation: NORTH, sum: 23
location: (68,64), orientation: EAST, sum: 23
location: (68,41), orientation: SOUTH, sum: 23
location: (68,32), orientation: SOUTH, sum: 23
location: (67,82), orientation: NORTH, sum: 23
location: (67,81), orientation: SOUTH, sum: 23
location: (67,65), orientation: SOUTH, sum: 23
location: (67,42), orientation: EAST, sum: 23
location: (67,38), orientation: SOUTH, sum: 23
location: (67,20), orientation: SOUTH, sum: 23
location: (66,60), orientation: NORTH, sum: 23
location: (66,52), orientation: WEST, sum: 23
location: (65,89), orientation: SOUTH, sum: 23
location: (65,61), orientation: SOUTH, sum: 23
location: (65,29), orientation: SOUTH, sum: 23
location: (65,28), orientation: EAST, sum: 23
location: (65,8), orientation: NORTH, sum: 23
location: (64,66), orientation: WEST, sum: 23
location: (64,52), orientation: SOUTH, sum: 23
location: (64,30), orientation: EAST, sum: 23
location: (64,18), orientation: WEST, sum: 23
location: (64,16), orientation: SOUTH, sum: 23
location: (63,77), orientation: WEST, sum: 23
location: (63,60), orientation: NORTH, sum: 23
location: (63,43), orientation: WEST, sum: 23
location: (63,37), orientation: SOUTH, sum: 23
location: (63,35), orientation: EAST, sum: 23
location: (63,31), orientation: SOUTH, sum: 23
location: (63,17), orientation: EAST, sum: 23
location: (62,69), orientation: NORTH, sum: 23
location: (62,61), orientation: SOUTH, sum: 23
location: (62,58), orientation: WEST, sum: 23
location: (62,56), orientation: SOUTH, sum: 23
location: (61,89), orientation: EAST, sum: 23
location: (61,77), orientation: WEST, sum: 23
location: (61,63), orientation: SOUTH, sum: 23
location: (61,60), orientation: EAST, sum: 23
location: (61,37), orientation: EAST, sum: 23
location: (61,25), orientation: NORTH, sum: 23
location: (61,2), orientation: EAST, sum: 23
location: (60,61), orientation: WEST, sum: 23
location: (60,38), orientation: WEST, sum: 23
location: (60,25), orientation: NORTH, sum: 23
location: (60,15), orientation: WEST, sum: 23
location: (60,3), orientation: WEST, sum: 23
location: (59,98), orientation: NORTH, sum: 23
location: (59,68), orientation: SOUTH, sum: 23
location: (59,59), orientation: EAST, sum: 23
location: (59,51), orientation: NORTH, sum: 23
location: (59,46), orientation: EAST, sum: 23
location: (59,26), orientation: WEST, sum: 23
location: (59,24), orientation: EAST, sum: 23
location: (58,25), orientation: SOUTH, sum: 23
location: (58,6), orientation: WEST, sum: 23
location: (58,4), orientation: NORTH, sum: 23
location: (57,42), orientation: EAST, sum: 23
location: (56,74), orientation: EAST, sum: 23
location: (56,43), orientation: WEST, sum: 23
location: (55,93), orientation: WEST, sum: 23
location: (55,20), orientation: SOUTH, sum: 23
location: (55,18), orientation: NORTH, sum: 23
location: (54,74), orientation: SOUTH, sum: 23
location: (54,19), orientation: WEST, sum: 23
location: (53,81), orientation: SOUTH, sum: 23
location: (53,74), orientation: WEST, sum: 23
location: (53,65), orientation: NORTH, sum: 23
location: (52,85), orientation: WEST, sum: 23
location: (52,65), orientation: EAST, sum: 23
location: (52,59), orientation: SOUTH, sum: 23
location: (52,23), orientation: SOUTH, sum: 23
location: (51,84), orientation: SOUTH, sum: 23
location: (51,71), orientation: WEST, sum: 23
location: (51,70), orientation: SOUTH, sum: 23
location: (51,68), orientation: EAST, sum: 23
location: (51,65), orientation: WEST, sum: 23
location: (50,65), orientation: EAST, sum: 23
location: (50,64), orientation: EAST, sum: 23
location: (50,37), orientation: SOUTH, sum: 23
location: (50,35), orientation: EAST, sum: 23
location: (50,13), orientation: WEST, sum: 23
location: (50,4), orientation: NORTH, sum: 23
location: (49,63), orientation: NORTH, sum: 23
location: (49,35), orientation: EAST, sum: 23
location: (49,34), orientation: NORTH, sum: 23
location: (49,8), orientation: EAST, sum: 23
location: (49,1), orientation: EAST, sum: 23
location: (48,80), orientation: WEST, sum: 23
location: (48,74), orientation: NORTH, sum: 23
location: (48,64), orientation: SOUTH, sum: 23
location: (47,92), orientation: NORTH, sum: 23
location: (47,75), orientation: NORTH, sum: 23
location: (46,93), orientation: NORTH, sum: 23
location: (46,69), orientation: SOUTH, sum: 23
location: (46,56), orientation: NORTH, sum: 23
location: (45,98), orientation: WEST, sum: 23
location: (44,77), orientation: NORTH, sum: 23
location: (44,75), orientation: NORTH, sum: 23
location: (44,65), orientation: SOUTH, sum: 23
location: (43,98), orientation: WEST, sum: 23
location: (43,96), orientation: NORTH, sum: 23
location: (43,86), orientation: SOUTH, sum: 23
location: (43,59), orientation: NORTH, sum: 23
location: (43,28), orientation: EAST, sum: 23
location: (42,97), orientation: SOUTH, sum: 23
location: (42,84), orientation: WEST, sum: 23
location: (42,15), orientation: NORTH, sum: 23
location: (42,12), orientation: NORTH, sum: 23
location: (42,10), orientation: NORTH, sum: 23
location: (41,73), orientation: SOUTH, sum: 23
location: (41,71), orientation: NORTH, sum: 23
location: (41,59), orientation: WEST, sum: 23
location: (41,44), orientation: WEST, sum: 23
location: (41,16), orientation: SOUTH, sum: 23
location: (40,64), orientation: WEST, sum: 23
location: (39,34), orientation: SOUTH, sum: 23
location: (38,70), orientation: EAST, sum: 23
location: (37,90), orientation: NORTH, sum: 23
location: (37,89), orientation: EAST, sum: 23
location: (37,80), orientation: EAST, sum: 23
location: (37,36), orientation: NORTH, sum: 23
location: (36,89), orientation: EAST, sum: 23
location: (36,35), orientation: EAST, sum: 23
location: (36,30), orientation: SOUTH, sum: 23
location: (35,71), orientation: NORTH, sum: 23
location: (35,28), orientation: EAST, sum: 23
location: (35,2), orientation: NORTH, sum: 23
location: (35,0), orientation: EAST, sum: 23
location: (34,93), orientation: NORTH, sum: 23
location: (34,83), orientation: SOUTH, sum: 23
location: (34,48), orientation: NORTH, sum: 23
location: (34,44), orientation: NORTH, sum: 23
location: (34,22), orientation: EAST, sum: 23
location: (34,12), orientation: WEST, sum: 23
location: (34,1), orientation: EAST, sum: 23
location: (33,55), orientation: NORTH, sum: 23
location: (33,47), orientation: WEST, sum: 23
location: (33,21), orientation: NORTH, sum: 23
location: (33,11), orientation: EAST, sum: 23
location: (32,89), orientation: EAST, sum: 23
location: (32,78), orientation: NORTH, sum: 23
location: (32,44), orientation: WEST, sum: 23
location: (32,30), orientation: SOUTH, sum: 23
location: (32,20), orientation: NORTH, sum: 23
location: (31,78), orientation: EAST, sum: 23
location: (31,77), orientation: SOUTH, sum: 23
location: (31,73), orientation: NORTH, sum: 23
location: (31,55), orientation: EAST, sum: 23
location: (31,44), orientation: WEST, sum: 23
location: (31,21), orientation: SOUTH, sum: 23
location: (30,92), orientation: WEST, sum: 23
location: (30,87), orientation: SOUTH, sum: 23
location: (30,47), orientation: EAST, sum: 23
location: (29,90), orientation: SOUTH, sum: 23
location: (29,82), orientation: NORTH, sum: 23
location: (29,73), orientation: EAST, sum: 23
location: (29,68), orientation: NORTH, sum: 23
location: (29,14), orientation: NORTH, sum: 23
location: (29,4), orientation: NORTH, sum: 23
location: (28,74), orientation: SOUTH, sum: 23
location: (28,70), orientation: NORTH, sum: 23
location: (28,69), orientation: SOUTH, sum: 23
location: (28,8), orientation: NORTH, sum: 23
location: (28,6), orientation: EAST, sum: 23
location: (27,96), orientation: SOUTH, sum: 23
location: (27,63), orientation: WEST, sum: 23
location: (27,43), orientation: SOUTH, sum: 23
location: (27,38), orientation: NORTH, sum: 23
location: (27,8), orientation: NORTH, sum: 23
location: (26,67), orientation: NORTH, sum: 23
location: (26,7), orientation: SOUTH, sum: 23
location: (25,50), orientation: SOUTH, sum: 23
location: (24,89), orientation: EAST, sum: 23
location: (24,83), orientation: NORTH, sum: 23
location: (24,77), orientation: WEST, sum: 23
location: (24,73), orientation: WEST, sum: 23
location: (24,47), orientation: NORTH, sum: 23
location: (24,33), orientation: NORTH, sum: 23
location: (24,16), orientation: NORTH, sum: 23
location: (23,46), orientation: SOUTH, sum: 23
location: (23,15), orientation: SOUTH, sum: 23
location: (22,76), orientation: WEST, sum: 23
location: (22,24), orientation: EAST, sum: 23
location: (21,84), orientation: NORTH, sum: 23
location: (21,56), orientation: NORTH, sum: 23
location: (21,25), orientation: SOUTH, sum: 23
location: (21,3), orientation: EAST, sum: 23
location: (20,94), orientation: EAST, sum: 23
location: (20,83), orientation: EAST, sum: 23
location: (20,39), orientation: NORTH, sum: 23
location: (19,76), orientation: SOUTH, sum: 23
location: (19,51), orientation: NORTH, sum: 23
location: (19,29), orientation: WEST, sum: 23
location: (19,2), orientation: SOUTH, sum: 23
location: (18,99), orientation: WEST, sum: 23
location: (18,97), orientation: NORTH, sum: 23
location: (18,90), orientation: WEST, sum: 23
location: (18,54), orientation: WEST, sum: 23
location: (18,43), orientation: NORTH, sum: 23
location: (18,29), orientation: EAST, sum: 23
location: (17,79), orientation: NORTH, sum: 23
location: (17,55), orientation: NORTH, sum: 23
location: (17,38), orientation: EAST, sum: 23
location: (16,83), orientation: WEST, sum: 23
location: (16,76), orientation: EAST, sum: 23
location: (16,72), orientation: NORTH, sum: 23
location: (16,29), orientation: SOUTH, sum: 23
location: (16,21), orientation: EAST, sum: 23
location: (16,14), orientation: WEST, sum: 23
location: (15,94), orientation: WEST, sum: 23
location: (15,70), orientation: NORTH, sum: 23
location: (15,68), orientation: NORTH, sum: 23
location: (15,48), orientation: EAST, sum: 23
location: (15,22), orientation: WEST, sum: 23
location: (15,20), orientation: NORTH, sum: 23
location: (15,7), orientation: SOUTH, sum: 23
location: (15,4), orientation: NORTH, sum: 23
location: (14,99), orientation: WEST, sum: 23
location: (14,71), orientation: SOUTH, sum: 23
location: (14,70), orientation: EAST, sum: 23
location: (14,60), orientation: WEST, sum: 23
location: (14,44), orientation: NORTH, sum: 23
location: (14,42), orientation: NORTH, sum: 23
location: (14,35), orientation: WEST, sum: 23
location: (13,43), orientation: SOUTH, sum: 23
location: (13,20), orientation: EAST, sum: 23
location: (12,91), orientation: EAST, sum: 23
location: (12,60), orientation: WEST, sum: 23
location: (12,46), orientation: NORTH, sum: 23
location: (12,24), orientation: EAST, sum: 23
location: (11,92), orientation: WEST, sum: 23
location: (11,86), orientation: NORTH, sum: 23
location: (11,55), orientation: SOUTH, sum: 23
location: (11,54), orientation: NORTH, sum: 23
location: (10,71), orientation: SOUTH, sum: 23
location: (10,46), orientation: WEST, sum: 23
location: (9,60), orientation: EAST, sum: 23
location: (9,19), orientation: NORTH, sum: 23
location: (9,1), orientation: SOUTH, sum: 23
location: (8,87), orientation: SOUTH, sum: 23
location: (8,73), orientation: WEST, sum: 23
location: (8,20), orientation: SOUTH, sum: 23
location: (8,18), orientation: SOUTH, sum: 23
location: (7,84), orientation: EAST, sum: 23
location: (7,77), orientation: SOUTH, sum: 23
location: (7,76), orientation: NORTH, sum: 23
location: (7,61), orientation: WEST, sum: 23
location: (7,57), orientation: NORTH, sum: 23
location: (7,28), orientation: WEST, sum: 23
location: (6,56), orientation: EAST, sum: 23
location: (6,53), orientation: NORTH, sum: 23
location: (5,95), orientation: NORTH, sum: 23
location: (5,35), orientation: NORTH, sum: 23
location: (4,59), orientation: NORTH, sum: 23
location: (4,45), orientation: NORTH, sum: 23
location: (4,13), orientation: EAST, sum: 23
location: (4,2), orientation: EAST, sum: 23
location: (3,86), orientation: SOUTH, sum: 23
location: (3,8), orientation: WEST, sum: 23
location: (3,7), orientation: WEST, sum: 23
location: (3,6), orientation: NORTH, sum: 23
location: (3,4), orientation: SOUTH, sum: 23
location: (2,63), orientation: WEST, sum: 23
location: (2,52), orientation: WEST, sum: 23
location: (2,45), orientation: WEST, sum: 23
location: (2,7), orientation: SOUTH, sum: 23
location: (2,6), orientation: SOUTH, sum: 23
location: (1,92), orientation: WEST, sum: 23
location: (1,44), orientation: EAST, sum: 23
location: (0,91), orientation: SOUTH, sum: 23
location: (0,1), orientation: SOUTH, sum: 23
location: (99,85), orientation: NORTH, sum: 22
location: (99,34), orientation: NORTH, sum: 22
location: (99,27), orientation: NORTH, sum: 22
location: (99,19), orientation: NORTH, sum: 22
location: (99,1), orientation: NORTH, sum: 22
location: (98,46), orientation: EAST, sum: 22
location: (98,36), orientation: SOUTH, sum: 22
location: (98,35), orientation: SOUTH, sum: 22
location: (98,33), orientation: EAST, sum: 22
location: (98,15), orientation: WEST, sum: 22
location: (97,76), orientation: WEST, sum: 22
location: (97,74), orientation: SOUTH, sum: 22
location: (97,72), orientation: SOUTH, sum: 22
location: (97,46), orientation: WEST, sum: 22
location: (97,2), orientation: NORTH, sum: 22
location: (96,46), orientation: EAST, sum: 22
location: (96,45), orientation: EAST, sum: 22
location: (96,27), orientation: NORTH, sum: 22
location: (96,3), orientation: WEST, sum: 22
location: (95,83), orientation: EAST, sum: 22
location: (95,78), orientation: SOUTH, sum: 22
location: (95,42), orientation: EAST, sum: 22
location: (95,41), orientation: SOUTH, sum: 22
location: (94,98), orientation: EAST, sum: 22
location: (94,87), orientation: EAST, sum: 22
Total sum: 24053
