Rows: 1000 Columns: 1000
Too large to print!
Number of tripods: 5000
Optimal placement:
location: (999,318), orientation: NORTH, sum: 27
location: (667,291), orientation: NORTH, sum: 27
location: (667,247), orientation: EAST, sum: 27
location: (666,248), orientation: WEST, sum: 27
location: (666,109), orientation: SOUTH, sum: 27
location: (665,935), orientation: EAST, sum: 27
location: (665,769), orientation: EAST, sum: 27
location: (665,397), orientation: SOUTH, sum: 27
location: (665,130), orientation: EAST, sum: 27
location: (664,729), orientation: EAST, sum: 27
location: (664,482), orientation: NORTH, sum: 27
location: (664,243), orientation: NORTH, sum: 27
location: (664,234), orientation: NORTH, sum: 27
location: (663,406), orientation: NORTH, sum: 27
location: (663,235), orientation: NORTH, sum: 27
location: (663,158), orientation: WEST, sum: 27
location: (663,72), orientation: WEST, sum: 27
location: (662,623), orientation: WEST, sum: 27
location: (662,419), orientation: SOUTH, sum: 27
location: (662,405), orientation: EAST, sum: 27
location: (662,234), orientation: EAST, sum: 27
location: (662,217), orientation: EAST, sum: 27
location: (662,176), orientation: NORTH, sum: 27
location: (662,157), orientation: NORTH, sum: 27
location: (661,648), orientation: NORTH, sum: 27
location: (661,218), orientation: WEST, sum: 27
location: (661,158), orientation: WEST, sum: 27
location: (660,588), orientation: WEST, sum: 27
location: (660,387), orientation: EAST, sum: 27
location: (659,782), orientation: NORTH, sum: 27
location: (659,587), orientation: EAST, sum: 27
location: (659,345), orientation: NORTH, sum: 27
location: (659,343), orientation: NORTH, sum: 27
location: (658,781), orientation: SOUTH, sum: 27
location: (658,750), orientation: SOUTH, sum: 27
location: (658,672), orientation: EAST, sum: 27
location: (658,344), orientation: SOUTH, sum: 27
location: (658,342), orientation: EAST, sum: 27
location: (658,38), orientation: EAST, sum: 27
location: (657,699), orientation: EAST, sum: 27
location: (657,382), orientation: SOUTH, sum: 27
location: (656,944), orientation: NORTH, sum: 27
location: (656,925), orientation: SOUTH, sum: 27
location: (656,803), orientation: WEST, sum: 27
location: (656,777), orientation: EAST, sum: 27
location: (656,728), orientation: NORTH, sum: 27
location: (656,432), orientation: NORTH, sum: 27
location: (656,160), orientation: EAST, sum: 27
location: (655,778), orientation: WEST, sum: 27
location: (655,719), orientation: NORTH, sum: 27
location: (655,161), orientation: WEST, sum: 27
location: (655,66), orientation: WEST, sum: 27
location: (654,777), orientation: SOUTH, sum: 27
location: (654,535), orientation: NORTH, sum: 27
location: (654,60), orientation: NORTH, sum: 27
location: (654,15), orientation: EAST, sum: 27
location: (653,681), orientation: EAST, sum: 27
location: (653,466), orientation: NORTH, sum: 27
location: (653,146), orientation: EAST, sum: 27
location: (652,502), orientation: WEST, sum: 27
location: (652,421), orientation: WEST, sum: 27
location: (651,953), orientation: EAST, sum: 27
location: (651,905), orientation: NORTH, sum: 27
location: (651,609), orientation: WEST, sum: 27
location: (651,420), orientation: SOUTH, sum: 27
location: (650,882), orientation: EAST, sum: 27
location: (650,716), orientation: WEST, sum: 27
location: (650,556), orientation: NORTH, sum: 27
location: (650,235), orientation: EAST, sum: 27
location: (649,883), orientation: WEST, sum: 27
location: (649,557), orientation: SOUTH, sum: 27
location: (648,882), orientation: SOUTH, sum: 27
location: (648,756), orientation: EAST, sum: 27
location: (647,429), orientation: NORTH, sum: 27
location: (647,368), orientation: NORTH, sum: 27
location: (647,360), orientation: SOUTH, sum: 27
location: (646,897), orientation: NORTH, sum: 27
location: (646,511), orientation: NORTH, sum: 27
location: (646,369), orientation: SOUTH, sum: 27
location: (645,898), orientation: NORTH, sum: 27
location: (645,512), orientation: SOUTH, sum: 27
location: (645,186), orientation: SOUTH, sum: 27
location: (644,777), orientation: NORTH, sum: 27
location: (644,723), orientation: NORTH, sum: 27
location: (644,30), orientation: SOUTH, sum: 27
location: (643,724), orientation: SOUTH, sum: 27
location: (643,567), orientation: EAST, sum: 27
location: (643,400), orientation: EAST, sum: 27
location: (643,329), orientation: EAST, sum: 27
location: (643,292), orientation: WEST, sum: 27
location: (642,954), orientation: WEST, sum: 27
location: (642,493), orientation: WEST, sum: 27
location: (642,401), orientation: SOUTH, sum: 27
location: (642,337), orientation: NORTH, sum: 27
location: (642,330), orientation: WEST, sum: 27
location: (642,51), orientation: EAST, sum: 27
location: (641,496), orientation: WEST, sum: 27
location: (641,407), orientation: SOUTH, sum: 27
location: (641,377), orientation: NORTH, sum: 27
location: (640,788), orientation: NORTH, sum: 27
location: (640,601), orientation: SOUTH, sum: 27
location: (640,378), orientation: WEST, sum: 27
location: (640,376), orientation: SOUTH, sum: 27
location: (639,635), orientation: NORTH, sum: 27
location: (639,602), orientation: EAST, sum: 27
location: (639,488), orientation: NORTH, sum: 27
location: (639,472), orientation: EAST, sum: 27
location: (638,940), orientation: EAST, sum: 27
location: (638,746), orientation: NORTH, sum: 27
location: (638,537), orientation: EAST, sum: 27
location: (638,487), orientation: SOUTH, sum: 27
location: (637,711), orientation: WEST, sum: 27
location: (637,708), orientation: EAST, sum: 27
location: (637,279), orientation: SOUTH, sum: 27
location: (637,224), orientation: WEST, sum: 27
location: (636,655), orientation: SOUTH, sum: 27
location: (636,234), orientation: NORTH, sum: 27
location: (635,639), orientation: WEST, sum: 27
location: (635,530), orientation: SOUTH, sum: 27
location: (635,515), orientation: SOUTH, sum: 27
location: (635,405), orientation: NORTH, sum: 27
location: (635,288), orientation: WEST, sum: 27
location: (634,785), orientation: NORTH, sum: 27
location: (634,719), orientation: WEST, sum: 27
location: (634,497), orientation: NORTH, sum: 27
location: (634,495), orientation: NORTH, sum: 27
location: (634,400), orientation: NORTH, sum: 27
location: (634,287), orientation: SOUTH, sum: 27
location: (633,496), orientation: SOUTH, sum: 27
location: (633,370), orientation: WEST, sum: 27
location: (632,962), orientation: EAST, sum: 27
location: (632,915), orientation: SOUTH, sum: 27
location: (632,748), orientation: EAST, sum: 27
location: (632,698), orientation: EAST, sum: 27
location: (632,519), orientation: WEST, sum: 27
location: (632,411), orientation: NORTH, sum: 27
location: (632,127), orientation: SOUTH, sum: 27
location: (631,972), orientation: SOUTH, sum: 27
location: (631,905), orientation: NORTH, sum: 27
location: (631,564), orientation: SOUTH, sum: 27
location: (631,40), orientation: NORTH, sum: 27
location: (630,346), orientation: NORTH, sum: 27
location: (630,80), orientation: SOUTH, sum: 27
location: (629,347), orientation: WEST, sum: 27
location: (629,345), orientation: SOUTH, sum: 27
location: (629,137), orientation: NORTH, sum: 27
location: (629,27), orientation: NORTH, sum: 27
location: (629,26), orientation: WEST, sum: 27
location: (628,443), orientation: NORTH, sum: 27
location: (628,95), orientation: EAST, sum: 27
location: (627,765), orientation: EAST, sum: 27
location: (627,442), orientation: EAST, sum: 27
location: (627,130), orientation: WEST, sum: 27
location: (626,979), orientation: WEST, sum: 27
location: (626,818), orientation: NORTH, sum: 27
location: (626,664), orientation: SOUTH, sum: 27
location: (626,202), orientation: WEST, sum: 27
location: (625,817), orientation: SOUTH, sum: 27
location: (625,666), orientation: NORTH, sum: 27
location: (625,561), orientation: WEST, sum: 27
location: (625,297), orientation: NORTH, sum: 27
location: (624,921), orientation: SOUTH, sum: 27
location: (624,804), orientation: SOUTH, sum: 27
location: (624,784), orientation: WEST, sum: 27
location: (624,706), orientation: EAST, sum: 27
location: (624,560), orientation: EAST, sum: 27
location: (623,754), orientation: WEST, sum: 27
location: (623,719), orientation: SOUTH, sum: 27
location: (623,536), orientation: EAST, sum: 27
location: (622,236), orientation: SOUTH, sum: 27
location: (621,220), orientation: EAST, sum: 27
location: (620,572), orientation: NORTH, sum: 27
location: (620,503), orientation: SOUTH, sum: 27
location: (620,209), orientation: NORTH, sum: 27
location: (620,169), orientation: SOUTH, sum: 27
location: (619,573), orientation: SOUTH, sum: 27
location: (619,348), orientation: NORTH, sum: 27
location: (619,184), orientation: NORTH, sum: 27
location: (618,918), orientation: SOUTH, sum: 27
location: (618,789), orientation: NORTH, sum: 27
location: (618,496), orientation: WEST, sum: 27
location: (617,677), orientation: NORTH, sum: 27
location: (617,31), orientation: WEST, sum: 27
location: (616,504), orientation: WEST, sum: 27
location: (616,450), orientation: SOUTH, sum: 27
location: (615,573), orientation: NORTH, sum: 27
location: (615,473), orientation: NORTH, sum: 27
location: (614,932), orientation: WEST, sum: 27
location: (614,572), orientation: EAST, sum: 27
location: (612,968), orientation: SOUTH, sum: 27
location: (612,890), orientation: SOUTH, sum: 27
location: (612,336), orientation: NORTH, sum: 27
location: (612,253), orientation: WEST, sum: 27
location: (611,920), orientation: WEST, sum: 27
location: (611,833), orientation: EAST, sum: 27
location: (611,645), orientation: SOUTH, sum: 27
location: (611,552), orientation: NORTH, sum: 27
location: (611,550), orientation: EAST, sum: 27
location: (611,252), orientation: EAST, sum: 27
location: (610,980), orientation: SOUTH, sum: 27
location: (610,551), orientation: SOUTH, sum: 27
location: (610,530), orientation: WEST, sum: 27
location: (610,214), orientation: WEST, sum: 27
location: (610,193), orientation: NORTH, sum: 27
location: (609,880), orientation: EAST, sum: 27
location: (609,664), orientation: NORTH, sum: 27
location: (609,576), orientation: SOUTH, sum: 27
location: (609,528), orientation: WEST, sum: 27
location: (609,429), orientation: NORTH, sum: 27
location: (609,196), orientation: NORTH, sum: 27
location: (609,194), orientation: NORTH, sum: 27
location: (609,81), orientation: EAST, sum: 27
location: (608,740), orientation: EAST, sum: 27
location: (608,428), orientation: NORTH, sum: 27
location: (608,371), orientation: SOUTH, sum: 27
location: (608,195), orientation: SOUTH, sum: 27
location: (607,719), orientation: NORTH, sum: 27
location: (607,595), orientation: EAST, sum: 27
location: (607,314), orientation: EAST, sum: 27
location: (606,958), orientation: EAST, sum: 27
location: (606,713), orientation: WEST, sum: 27
location: (606,19), orientation: EAST, sum: 27
location: (605,801), orientation: SOUTH, sum: 27
location: (605,712), orientation: SOUTH, sum: 27
location: (604,979), orientation: WEST, sum: 27
location: (604,591), orientation: NORTH, sum: 27
location: (604,579), orientation: EAST, sum: 27
location: (604,360), orientation: SOUTH, sum: 27
location: (604,60), orientation: EAST, sum: 27
location: (603,592), orientation: SOUTH, sum: 27
location: (603,289), orientation: NORTH, sum: 27
location: (603,287), orientation: EAST, sum: 27
location: (602,288), orientation: SOUTH, sum: 27
location: (601,609), orientation: SOUTH, sum: 27
location: (601,564), orientation: NORTH, sum: 27
location: (600,962), orientation: NORTH, sum: 27
location: (600,922), orientation: WEST, sum: 27
location: (600,808), orientation: WEST, sum: 27
location: (600,563), orientation: EAST, sum: 27
location: (600,344), orientation: NORTH, sum: 27
location: (600,265), orientation: SOUTH, sum: 27
location: (600,136), orientation: NORTH, sum: 27
location: (599,998), orientation: SOUTH, sum: 27
location: (599,963), orientation: WEST, sum: 27
location: (599,807), orientation: EAST, sum: 27
location: (599,707), orientation: EAST, sum: 27
location: (599,645), orientation: WEST, sum: 27
location: (599,543), orientation: SOUTH, sum: 27
location: (599,345), orientation: WEST, sum: 27
location: (599,343), orientation: EAST, sum: 27
location: (599,326), orientation: EAST, sum: 27
location: (599,314), orientation: EAST, sum: 27
location: (598,929), orientation: NORTH, sum: 27
location: (598,925), orientation: NORTH, sum: 27
location: (598,808), orientation: WEST, sum: 27
location: (598,678), orientation: EAST, sum: 27
location: (598,344), orientation: SOUTH, sum: 27
location: (598,343), orientation: NORTH, sum: 27
location: (597,540), orientation: WEST, sum: 27
location: (597,446), orientation: WEST, sum: 27
location: (597,277), orientation: SOUTH, sum: 27
location: (597,150), orientation: WEST, sum: 27
location: (597,113), orientation: EAST, sum: 27
location: (597,109), orientation: SOUTH, sum: 27
location: (596,921), orientation: NORTH, sum: 27
location: (596,652), orientation: EAST, sum: 27
location: (596,446), orientation: WEST, sum: 27
location: (596,445), orientation: SOUTH, sum: 27
location: (595,922), orientation: SOUTH, sum: 27
location: (595,920), orientation: EAST, sum: 27
location: (595,772), orientation: EAST, sum: 27
location: (595,445), orientation: SOUTH, sum: 27
location: (594,674), orientation: SOUTH, sum: 27
location: (594,554), orientation: NORTH, sum: 27
location: (594,152), orientation: SOUTH, sum: 27
location: (594,117), orientation: NORTH, sum: 27
location: (593,933), orientation: WEST, sum: 27
location: (593,913), orientation: EAST, sum: 27
location: (593,611), orientation: SOUTH, sum: 27
location: (593,255), orientation: SOUTH, sum: 27
location: (592,625), orientation: WEST, sum: 27
location: (592,605), orientation: NORTH, sum: 27
location: (592,446), orientation: NORTH, sum: 27
location: (592,298), orientation: WEST, sum: 27
location: (591,949), orientation: EAST, sum: 27
location: (591,853), orientation: WEST, sum: 27
location: (591,852), orientation: NORTH, sum: 27
location: (591,606), orientation: WEST, sum: 27
location: (591,445), orientation: EAST, sum: 27
location: (591,399), orientation: EAST, sum: 27
location: (591,32), orientation: NORTH, sum: 27
location: (590,958), orientation: NORTH, sum: 27
location: (590,950), orientation: WEST, sum: 27
location: (590,852), orientation: SOUTH, sum: 27
location: (590,625), orientation: EAST, sum: 27
location: (590,555), orientation: WEST, sum: 27
location: (590,446), orientation: WEST, sum: 27
location: (590,277), orientation: WEST, sum: 27
location: (590,168), orientation: EAST, sum: 27
location: (588,868), orientation: EAST, sum: 27
location: (588,825), orientation: SOUTH, sum: 27
location: (588,574), orientation: EAST, sum: 27
location: (588,147), orientation: SOUTH, sum: 27
location: (587,869), orientation: SOUTH, sum: 27
location: (587,213), orientation: EAST, sum: 27
location: (586,688), orientation: EAST, sum: 27
location: (586,447), orientation: WEST, sum: 27
location: (585,689), orientation: SOUTH, sum: 27
location: (585,505), orientation: WEST, sum: 27
location: (585,458), orientation: NORTH, sum: 27
location: (584,860), orientation: NORTH, sum: 27
location: (584,596), orientation: NORTH, sum: 27
location: (584,504), orientation: NORTH, sum: 27
location: (584,457), orientation: EAST, sum: 27
location: (584,364), orientation: WEST, sum: 27
location: (583,605), orientation: NORTH, sum: 27
location: (583,597), orientation: WEST, sum: 27
location: (583,595), orientation: EAST, sum: 27
location: (583,444), orientation: SOUTH, sum: 27
location: (583,404), orientation: NORTH, sum: 27
location: (582,596), orientation: SOUTH, sum: 27
location: (582,525), orientation: WEST, sum: 27
location: (582,105), orientation: WEST, sum: 27
location: (581,932), orientation: SOUTH, sum: 27
location: (581,258), orientation: SOUTH, sum: 27
location: (581,71), orientation: SOUTH, sum: 27
location: (580,472), orientation: NORTH, sum: 27
location: (580,228), orientation: NORTH, sum: 27
location: (580,181), orientation: WEST, sum: 27
location: (580,89), orientation: SOUTH, sum: 27
location: (579,504), orientation: NORTH, sum: 27
location: (579,180), orientation: EAST, sum: 27
location: (578,329), orientation: SOUTH, sum: 27
location: (578,20), orientation: EAST, sum: 27
location: (577,805), orientation: SOUTH, sum: 27
location: (577,296), orientation: WEST, sum: 27
location: (576,854), orientation: NORTH, sum: 27
location: (576,828), orientation: SOUTH, sum: 27
location: (576,719), orientation: NORTH, sum: 27
location: (576,497), orientation: EAST, sum: 27
location: (576,248), orientation: EAST, sum: 27
location: (574,874), orientation: WEST, sum: 27
location: (574,303), orientation: EAST, sum: 27
location: (573,837), orientation: WEST, sum: 27
location: (573,807), orientation: SOUTH, sum: 27
location: (573,649), orientation: NORTH, sum: 27
location: (573,328), orientation: WEST, sum: 27
location: (573,304), orientation: WEST, sum: 27
location: (572,805), orientation: NORTH, sum: 27
location: (572,739), orientation: NORTH, sum: 27
location: (572,357), orientation: NORTH, sum: 27
location: (572,305), orientation: NORTH, sum: 27
location: (571,922), orientation: SOUTH, sum: 27
location: (571,780), orientation: NORTH, sum: 27
location: (571,393), orientation: WEST, sum: 27
location: (571,356), orientation: EAST, sum: 27
location: (570,942), orientation: EAST, sum: 27
location: (570,827), orientation: SOUTH, sum: 27
location: (570,779), orientation: EAST, sum: 27
location: (570,473), orientation: WEST, sum: 27
location: (570,315), orientation: WEST, sum: 27
location: (569,943), orientation: SOUTH, sum: 27
location: (569,651), orientation: WEST, sum: 27
location: (569,525), orientation: EAST, sum: 27
location: (569,433), orientation: SOUTH, sum: 27
location: (568,944), orientation: EAST, sum: 27
location: (568,514), orientation: EAST, sum: 27
location: (568,213), orientation: NORTH, sum: 27
location: (568,146), orientation: EAST, sum: 27
location: (567,945), orientation: WEST, sum: 27
location: (567,695), orientation: WEST, sum: 27
location: (567,603), orientation: WEST, sum: 27
location: (567,428), orientation: SOUTH, sum: 27
location: (567,212), orientation: EAST, sum: 27
location: (567,112), orientation: WEST, sum: 27
location: (566,361), orientation: NORTH, sum: 27
location: (566,187), orientation: WEST, sum: 27
location: (566,115), orientation: WEST, sum: 27
location: (565,974), orientation: WEST, sum: 27
location: (565,496), orientation: NORTH, sum: 27
location: (565,392), orientation: SOUTH, sum: 27
location: (564,922), orientation: WEST, sum: 27
location: (564,589), orientation: SOUTH, sum: 27
location: (564,553), orientation: WEST, sum: 27
location: (564,496), orientation: NORTH, sum: 27
location: (564,18), orientation: NORTH, sum: 27
location: (563,768), orientation: WEST, sum: 27
location: (563,760), orientation: SOUTH, sum: 27
location: (562,903), orientation: NORTH, sum: 27
location: (561,827), orientation: NORTH, sum: 27
location: (561,720), orientation: EAST, sum: 27
location: (561,300), orientation: WEST, sum: 27
location: (561,162), orientation: EAST, sum: 27
location: (560,928), orientation: EAST, sum: 27
location: (560,882), orientation: SOUTH, sum: 27
location: (560,501), orientation: EAST, sum: 27
location: (560,410), orientation: EAST, sum: 27
location: (559,814), orientation: EAST, sum: 27
location: (559,797), orientation: NORTH, sum: 27
location: (559,295), orientation: NORTH, sum: 27
location: (559,293), orientation: EAST, sum: 27
location: (558,873), orientation: EAST, sum: 27
location: (558,751), orientation: NORTH, sum: 27
location: (558,743), orientation: WEST, sum: 27
location: (558,653), orientation: SOUTH, sum: 27
location: (558,294), orientation: SOUTH, sum: 27
location: (557,997), orientation: EAST, sum: 27
location: (557,919), orientation: WEST, sum: 27
location: (557,752), orientation: NORTH, sum: 27
location: (557,742), orientation: SOUTH, sum: 27
location: (557,112), orientation: WEST, sum: 27
location: (556,998), orientation: WEST, sum: 27
location: (556,471), orientation: NORTH, sum: 27
location: (556,385), orientation: WEST, sum: 27
location: (556,111), orientation: EAST, sum: 27
location: (555,804), orientation: NORTH, sum: 27
location: (555,384), orientation: EAST, sum: 27
location: (554,803), orientation: SOUTH, sum: 27
location: (554,352), orientation: EAST, sum: 27
location: (554,235), orientation: EAST, sum: 27
location: (554,36), orientation: EAST, sum: 27
location: (553,550), orientation: SOUTH, sum: 27
location: (553,493), orientation: EAST, sum: 27
location: (553,226), orientation: SOUTH, sum: 27
location: (553,208), orientation: EAST, sum: 27
location: (553,204), orientation: EAST, sum: 27
location: (553,99), orientation: NORTH, sum: 27
location: (552,155), orientation: SOUTH, sum: 27
location: (552,68), orientation: EAST, sum: 27
location: (551,597), orientation: EAST, sum: 27
location: (551,554), orientation: NORTH, sum: 27
location: (550,553), orientation: EAST, sum: 27
location: (550,208), orientation: EAST, sum: 27
location: (550,100), orientation: NORTH, sum: 27
location: (549,806), orientation: SOUTH, sum: 27
location: (549,533), orientation: SOUTH, sum: 27
location: (549,416), orientation: NORTH, sum: 27
location: (549,349), orientation: WEST, sum: 27
location: (549,209), orientation: WEST, sum: 27
location: (549,117), orientation: EAST, sum: 27
location: (548,634), orientation: WEST, sum: 27
location: (548,381), orientation: SOUTH, sum: 27
location: (548,348), orientation: EAST, sum: 27
location: (548,235), orientation: EAST, sum: 27
location: (548,208), orientation: EAST, sum: 27
location: (548,180), orientation: NORTH, sum: 27
location: (548,156), orientation: WEST, sum: 27
location: (548,118), orientation: WEST, sum: 27
location: (547,924), orientation: SOUTH, sum: 27
location: (547,821), orientation: NORTH, sum: 27
location: (547,753), orientation: EAST, sum: 27
location: (547,697), orientation: NORTH, sum: 27
location: (547,638), orientation: SOUTH, sum: 27
location: (547,273), orientation: WEST, sum: 27
location: (547,179), orientation: SOUTH, sum: 27
location: (546,877), orientation: WEST, sum: 27
location: (546,705), orientation: NORTH, sum: 27
location: (544,645), orientation: WEST, sum: 27
location: (544,527), orientation: NORTH, sum: 27
location: (543,747), orientation: WEST, sum: 27
location: (543,644), orientation: EAST, sum: 27
location: (543,56), orientation: WEST, sum: 27
location: (543,4), orientation: NORTH, sum: 27
location: (542,857), orientation: SOUTH, sum: 27
location: (542,827), orientation: NORTH, sum: 27
location: (542,645), orientation: SOUTH, sum: 27
location: (542,40), orientation: NORTH, sum: 27
location: (541,747), orientation: EAST, sum: 27
location: (541,631), orientation: EAST, sum: 27
location: (541,539), orientation: WEST, sum: 27
location: (541,306), orientation: EAST, sum: 27
location: (541,56), orientation: EAST, sum: 27
location: (540,922), orientation: NORTH, sum: 27
location: (540,649), orientation: EAST, sum: 27
location: (540,555), orientation: SOUTH, sum: 27
location: (540,307), orientation: SOUTH, sum: 27
location: (540,24), orientation: NORTH, sum: 27
location: (539,562), orientation: SOUTH, sum: 27
location: (539,327), orientation: NORTH, sum: 27
location: (539,230), orientation: WEST, sum: 27
location: (539,197), orientation: SOUTH, sum: 27
location: (539,166), orientation: SOUTH, sum: 27
location: (539,36), orientation: EAST, sum: 27
location: (539,23), orientation: EAST, sum: 27
location: (538,974), orientation: SOUTH, sum: 27
location: (538,749), orientation: WEST, sum: 27
location: (538,713), orientation: WEST, sum: 27
location: (537,819), orientation: EAST, sum: 27
location: (537,784), orientation: WEST, sum: 27
location: (537,770), orientation: EAST, sum: 27
location: (537,554), orientation: SOUTH, sum: 27
location: (537,149), orientation: NORTH, sum: 27
location: (536,956), orientation: SOUTH, sum: 27
location: (536,723), orientation: NORTH, sum: 27
location: (536,478), orientation: EAST, sum: 27
location: (536,264), orientation: NORTH, sum: 27
location: (536,173), orientation: NORTH, sum: 27
location: (535,780), orientation: NORTH, sum: 27
location: (535,724), orientation: SOUTH, sum: 27
location: (535,265), orientation: WEST, sum: 27
location: (535,197), orientation: NORTH, sum: 27
location: (535,160), orientation: WEST, sum: 27
location: (535,33), orientation: NORTH, sum: 27
location: (534,595), orientation: SOUTH, sum: 27
location: (534,542), orientation: NORTH, sum: 27
location: (534,474), orientation: SOUTH, sum: 27
location: (534,140), orientation: WEST, sum: 27
location: (531,955), orientation: WEST, sum: 27
location: (531,519), orientation: SOUTH, sum: 27
location: (531,427), orientation: NORTH, sum: 27
location: (531,49), orientation: WEST, sum: 27
location: (530,865), orientation: EAST, sum: 27
location: (530,487), orientation: NORTH, sum: 27
location: (530,369), orientation: WEST, sum: 27
location: (530,124), orientation: EAST, sum: 27
location: (530,117), orientation: NORTH, sum: 27
location: (529,844), orientation: WEST, sum: 27
location: (529,440), orientation: NORTH, sum: 27
location: (528,444), orientation: EAST, sum: 27
location: (527,161), orientation: SOUTH, sum: 27
location: (527,40), orientation: WEST, sum: 27
location: (526,717), orientation: WEST, sum: 27
location: (526,673), orientation: NORTH, sum: 27
location: (526,522), orientation: SOUTH, sum: 27
location: (526,112), orientation: WEST, sum: 27
location: (525,241), orientation: EAST, sum: 27
location: (525,104), orientation: NORTH, sum: 27
location: (524,665), orientation: WEST, sum: 27
location: (524,663), orientation: NORTH, sum: 27
location: (524,515), orientation: EAST, sum: 27
location: (524,184), orientation: NORTH, sum: 27
location: (524,131), orientation: EAST, sum: 27
location: (524,105), orientation: SOUTH, sum: 27
location: (523,891), orientation: EAST, sum: 27
location: (523,770), orientation: WEST, sum: 27
location: (523,664), orientation: SOUTH, sum: 27
location: (523,623), orientation: EAST, sum: 27
location: (523,605), orientation: SOUTH, sum: 27
location: (523,450), orientation: NORTH, sum: 27
location: (523,183), orientation: SOUTH, sum: 27
location: (522,921), orientation: SOUTH, sum: 27
location: (522,717), orientation: EAST, sum: 27
location: (522,687), orientation: WEST, sum: 27
location: (522,624), orientation: NORTH, sum: 27
location: (522,515), orientation: WEST, sum: 27
location: (522,451), orientation: WEST, sum: 27
location: (522,350), orientation: NORTH, sum: 27
location: (522,348), orientation: NORTH, sum: 27
location: (522,82), orientation: EAST, sum: 27
location: (521,838), orientation: WEST, sum: 27
location: (521,732), orientation: WEST, sum: 27
location: (521,658), orientation: NORTH, sum: 27
location: (521,623), orientation: SOUTH, sum: 27
location: (521,349), orientation: SOUTH, sum: 27
location: (521,253), orientation: NORTH, sum: 27
location: (521,83), orientation: WEST, sum: 27
location: (520,845), orientation: EAST, sum: 27
location: (520,788), orientation: WEST, sum: 27
location: (520,733), orientation: NORTH, sum: 27
location: (520,707), orientation: NORTH, sum: 27
location: (520,442), orientation: WEST, sum: 27
location: (520,254), orientation: WEST, sum: 27
location: (520,173), orientation: SOUTH, sum: 27
location: (519,838), orientation: EAST, sum: 27
location: (519,708), orientation: SOUTH, sum: 27
location: (519,706), orientation: EAST, sum: 27
location: (517,685), orientation: EAST, sum: 27
location: (517,37), orientation: WEST, sum: 27
location: (516,983), orientation: EAST, sum: 27
location: (516,556), orientation: EAST, sum: 27
location: (516,431), orientation: WEST, sum: 27
location: (516,334), orientation: NORTH, sum: 27
location: (515,685), orientation: WEST, sum: 27
location: (515,596), orientation: EAST, sum: 27
location: (514,784), orientation: NORTH, sum: 27
location: (514,681), orientation: NORTH, sum: 27
location: (514,608), orientation: NORTH, sum: 27
location: (514,503), orientation: NORTH, sum: 27
location: (512,982), orientation: NORTH, sum: 27
location: (512,895), orientation: WEST, sum: 27
location: (512,871), orientation: NORTH, sum: 27
location: (512,657), orientation: WEST, sum: 27
location: (512,573), orientation: WEST, sum: 27
location: (512,543), orientation: SOUTH, sum: 27
location: (512,171), orientation: WEST, sum: 27
location: (511,981), orientation: EAST, sum: 27
location: (511,870), orientation: EAST, sum: 27
location: (511,815), orientation: NORTH, sum: 27
location: (510,982), orientation: WEST, sum: 27
location: (510,874), orientation: SOUTH, sum: 27
location: (510,814), orientation: EAST, sum: 27
location: (510,523), orientation: NORTH, sum: 27
location: (510,460), orientation: SOUTH, sum: 27
location: (510,230), orientation: SOUTH, sum: 27
location: (509,484), orientation: WEST, sum: 27
location: (509,7), orientation: NORTH, sum: 27
location: (508,923), orientation: NORTH, sum: 27
location: (508,411), orientation: EAST, sum: 27
location: (508,321), orientation: NORTH, sum: 27
location: (508,166), orientation: EAST, sum: 27
location: (507,933), orientation: NORTH, sum: 27
location: (507,736), orientation: WEST, sum: 27
location: (507,721), orientation: SOUTH, sum: 27
location: (507,294), orientation: NORTH, sum: 27
location: (507,212), orientation: NORTH, sum: 27
location: (507,70), orientation: EAST, sum: 27
location: (506,845), orientation: WEST, sum: 27
location: (506,686), orientation: EAST, sum: 27
location: (506,564), orientation: WEST, sum: 27
location: (506,358), orientation: WEST, sum: 27
location: (506,355), orientation: SOUTH, sum: 27
location: (506,295), orientation: WEST, sum: 27
location: (506,293), orientation: SOUTH, sum: 27
location: (505,847), orientation: WEST, sum: 27
location: (505,518), orientation: SOUTH, sum: 27
location: (505,468), orientation: WEST, sum: 27
location: (504,944), orientation: SOUTH, sum: 27
location: (504,846), orientation: SOUTH, sum: 27
location: (504,527), orientation: NORTH, sum: 27
location: (504,447), orientation: WEST, sum: 27
location: (504,256), orientation: EAST, sum: 27
location: (503,501), orientation: NORTH, sum: 27
location: (503,389), orientation: WEST, sum: 27
location: (503,167), orientation: SOUTH, sum: 27
location: (502,522), orientation: EAST, sum: 27
location: (502,399), orientation: NORTH, sum: 27
location: (501,829), orientation: NORTH, sum: 27
location: (501,523), orientation: WEST, sum: 27
location: (501,400), orientation: WEST, sum: 27
location: (501,82), orientation: SOUTH, sum: 27
location: (500,613), orientation: SOUTH, sum: 27
location: (500,498), orientation: SOUTH, sum: 27
location: (500,385), orientation: NORTH, sum: 27
location: (500,383), orientation: SOUTH, sum: 27
location: (500,105), orientation: WEST, sum: 27
location: (499,936), orientation: NORTH, sum: 27
location: (499,513), orientation: EAST, sum: 27
location: (499,496), orientation: EAST, sum: 27
location: (499,451), orientation: NORTH, sum: 27
location: (498,694), orientation: WEST, sum: 27
location: (498,431), orientation: EAST, sum: 27
location: (498,217), orientation: WEST, sum: 27
